"","fips","Value"
"1","01001",25954
"2","01003",87480.8
"3","01005",27277.8
"4","01007",6711
"5","01009",28840.8
"6","01011",11608
"7","01013",14536.4
"8","01015",19362.2
"9","01017",8841.8
"10","01019",46320.4
"11","01021",16815.6
"12","01023",5410.8
"13","01025",6855.2
"14","01027",8590.4
"15","01029",6163.8
"16","01031",54593.6
"17","01033",54345.4
"18","01035",15222.8
"19","01037",3905.2
"20","01039",44407
"21","01041",17270.2
"22","01043",51623.8
"23","01045",36529.4
"24","01047",45051
"25","01049",66455.2
"26","01051",29018.8
"27","01053",40189.8
"28","01055",19541.6
"29","01057",16657.2
"30","01059",22407.4
"31","01061",66100.2
"32","01063",11540
"33","01065",19092.6
"34","01067",60582.6
"35","01069",87238.8
"36","01071",79798.2
"37","01073",6880
"38","01075",10472.2
"39","01077",80585.8
"40","01079",89203.8
"41","01081",7611.2
"42","01083",119495.4
"43","01085",28541
"44","01087",17632.6
"45","01089",108301
"46","01091",21957.8
"47","01093",16795.8
"48","01095",37850.8
"49","01097",30924.2
"50","01099",36827.2
"51","01101",31846.8
"52","01103",44144.8
"53","01105",23309.2
"54","01107",19311
"55","01109",30802.2
"56","01111",10079
"57","01113",17160.8
"58","01115",12733.4
"59","01117",17072.8
"60","01119",15732.8
"61","01121",30716
"62","01123",6384.4
"63","01125",21351
"64","01127",13202.2
"65","01129",12171.2
"66","01131",14495.8
"67","01133",10730
"68","02",11185.5384615385
"69","04001",6497.75
"70","04003",66006
"71","04005",1252.8
"72","04007",740.75
"73","04009",36130.8
"74","04011",3241.5
"75","04012",101750.6
"76","04013",222948.6
"77","04015",17684.3333333333
"78","04017",5931
"79","04019",30037.6
"80","04021",222878.6
"81","04023",728.2
"82","04025",4513.6
"83","04027",190943
"84","05001",339893.4
"85","05003",110535
"86","05005",10723
"87","05007",74229.8
"88","05009",31737.6
"89","05011",5917
"90","05013",3082.8
"91","05015",40984.4
"92","05017",231602.2
"93","05019",21320
"94","05021",275283.2
"95","05023",25773
"96","05025",6538.8
"97","05027",10301.8
"98","05029",66142.8
"99","05031",303642.2
"100","05033",43177
"101","05035",288992
"102","05037",261358.4
"103","05039",3550.4
"104","05041",251969.4
"105","05043",74374.8
"106","05045",52509
"107","05047",42674.2
"108","05049",19822.2
"109","05051",6565.4
"110","05053",8621.4
"111","05055",205627.4
"112","05057",40041.2
"113","05059",15086.8
"114","05061",23863.8
"115","05063",80360
"116","05065",19366
"117","05067",254496.6
"118","05069",241670.8
"119","05071",32548.2
"120","05073",45280.8
"121","05075",188081
"122","05077",254289.4
"123","05079",142067.2
"124","05081",49645.6
"125","05083",54444.8
"126","05085",263608.6
"127","05087",46261.4
"128","05089",14013
"129","05091",60409
"130","05093",452427.2
"131","05095",205150.8
"132","05097",16984
"133","05099",15701.4
"134","05101",11930
"135","05103",5562.8
"136","05105",23327.2
"137","05107",348855.2
"138","05109",15028.6
"139","05111",336632
"140","05113",25855.6
"141","05115",46372.8
"142","05117",214668.4
"143","05119",51488.8
"144","05121",99934.4
"145","05123",231773.4
"146","05125",11814.8
"147","05127",24411
"148","05129",20533.6
"149","05131",27216.8
"150","05133",25240.8
"151","05135",18875
"152","05137",20241.8
"153","05139",6501.6
"154","05141",21863.4
"155","05143",77589.2
"156","05145",130862.6
"157","05147",229634.2
"158","05149",51943.6
"159","06001",9793.4
"160","06003",490
"161","06005",7434.4
"162","06007",208845.2
"163","06009",3277.6
"164","06011",275170
"165","06013",28402.8
"166","06015",4340.8
"167","06017",5608
"168","06019",1042798.4
"169","06021",229501.4
"170","06023",14312.8
"171","06025",444630
"172","06027",3022.66666666667
"173","06029",789599.6
"174","06031",418226
"175","06033",20557
"176","06035",42500.6
"177","06037",25511.2
"178","06039",292902.6
"179","06041",6707.6
"180","06043",569.2
"181","06045",30959
"182","06047",473403.6
"183","06049",114087
"184","06051",9348.8
"185","06053",271358
"186","06055",53228.2
"187","06057",2516.4
"188","06059",9483
"189","06061",22115.6
"190","06063",11983.6
"191","06065",181556.4
"192","06067",110811
"193","06069",30574.2
"194","06071",30309.8
"195","06073",64860
"196","06077",487371.8
"197","06079",105355.8
"198","06081",5119.2
"199","06083",105395.2
"200","06085",23151.8
"201","06087",23847
"202","06089",23549.6
"203","06091",3115.75
"204","06093",108614
"205","06095",128692.4
"206","06097",90227.2
"207","06099",335460.2
"208","06101",250565.8
"209","06103",65524.4
"210","06105",1024.6
"211","06107",620967.4
"212","06109",966.2
"213","06111",100364.8
"214","06113",285318.4
"215","06115",72150.8
"216","08001",272279.6
"217","08003",67280.4
"218","08005",66713.6
"219","08007",6626.4
"220","08009",320490.5
"221","08011",63507.5
"222","08013",34000.2
"223","08014",2616
"224","08015",11944
"225","08017",266677
"226","08019",348
"227","08021",84393.4
"228","08023",35554
"229","08025",20073
"230","08027",13932.4
"231","08029",43404.6
"232","08031",40.6666666666667
"233","08033",32710
"234","08035",12860.8
"235","08037",10402
"236","08039",76163.2
"237","08041",21443
"238","08043",8933.6
"239","08045",31480.8
"240","08047",145
"241","08049",27132.8
"242","08051",31261.8
"243","08053",654.25
"244","08055",11600.75
"245","08057",60315.2
"246","08059",5617
"247","08061",270433
"248","08063",422959.2
"249","08065",375.5
"250","08067",38873.2
"251","08069",73201.2
"252","08071",21959.2
"253","08073",215224.5
"254","08075",294752.8
"255","08077",52422
"256","08079",540
"257","08081",46970.5
"258","08083",59137.6
"259","08085",57401
"260","08087",190816
"261","08089",47968
"262","08091",8398.33333333333
"263","08093",7423.2
"264","08095",239537.2
"265","08097",4256.8
"266","08099",217881
"267","08101",25021.75
"268","08103",25678.75
"269","08105",89224.8
"270","08107",51674
"271","08109",95226.8
"272","08113",6692.2
"273","08115",133850
"274","08117",4072.6
"275","08119",1863.75
"276","08121",402171
"277","08123",473962.6
"278","08125",401458.6
"279","09001",4297.2
"280","09003",23016.8
"281","09005",33216.2
"282","09007",6473.6
"283","09009",10792.2
"284","09011",20829.2
"285","09013",14226.6
"286","09015",21235.4
"287","10001",148121.4
"288","10003",54045.4
"289","10005",231613
"290","12001",38368.6
"291","12003",2180
"292","12005",1893.2
"293","12007",6132.2
"294","12009",16028.6
"295","12011",3011.8
"296","12013",18235.8
"297","12015",19437.5
"298","12017",5963.8
"299","12019",3072.2
"300","12021",40080.5
"301","12023",17116
"302","12027",72323.4
"303","12029",5935.6
"304","12031",4263.6
"305","12033",32980.4
"306","12035",6683.75
"307","12037",658
"308","12039",10418.6
"309","12041",24747
"310","12043",40947.6
"311","12045",340.4
"312","12047",15687.8
"313","12049",58542.4
"314","12051",186143.2
"315","12053",9596.8
"316","12055",82783.8
"317","12057",48716.8
"318","12059",21506.6
"319","12061",57848.6
"320","12063",95153.6
"321","12065",14439.4
"322","12067",14829.6
"323","12069",33271.4
"324","12071",20877
"325","12073",4489.4
"326","12075",42385.8
"327","12077",452.2
"328","12079",26234.4
"329","12081",60655.6
"330","12083",38940.8
"331","12085",45997
"332","12086",56033.4
"333","12087",97.5
"334","12089",2794
"335","12091",11739.2
"336","12093",33377.4
"337","12095",17037.4
"338","12097",25658.8
"339","12099",410284.6
"340","12101",20638.6
"341","12103",500
"342","12105",118126.6
"343","12107",9479.2
"344","12109",18747
"345","12111",75650.8
"346","12113",45779.6
"347","12115",5685.6
"348","12117",2704.4
"349","12119",15476.8
"350","12121",52963.8
"351","12123",1361.6
"352","12125",6731.2
"353","12127",15447.2
"354","12129",1079.8
"355","12131",15911.8
"356","12133",11766.4
"357","13001",59708
"358","13003",27800.4
"359","13005",25351.2
"360","13007",45202.2
"361","13009",3447.2
"362","13011",7821.6
"363","13013",5358.4
"364","13015",17948.8
"365","13017",25340.8
"366","13019",57647.2
"367","13021",3954.8
"368","13023",30466.2
"369","13025",4778.6
"370","13027",77683.8
"371","13029",4082.6
"372","13031",104670.8
"373","13033",84584
"374","13035",3735.8
"375","13037",57328
"376","13039",239.5
"377","13043",22481.8
"378","13045",13416.6
"379","13047",6303.8
"380","13049",1412.8
"381","13051",715.2
"382","13053",193.666666666667
"383","13055",11168
"384","13057",4384.8
"385","13059",1868.4
"386","13061",19032
"387","13063",422.2
"388","13065",3504.6
"389","13067",817.2
"390","13069",78996.2
"391","13071",110221.8
"392","13073",1818.6
"393","13075",38563.4
"394","13077",8208.8
"395","13079",10079.2
"396","13081",62478.2
"397","13083",4442
"398","13085",2518.4
"399","13087",98542.2
"400","13089",175.5
"401","13091",30508.8
"402","13093",101144
"403","13095",24513.4
"404","13097",1604.8
"405","13099",78579
"406","13101",5192.8
"407","13103",16169.2
"408","13105",12351.2
"409","13107",44176.2
"410","13109",13533.2
"411","13111",2936.4
"412","13113",2398.2
"413","13115",17613
"414","13117",3940.2
"415","13119",15467.2
"416","13121",2357.2
"417","13123",4257.2
"418","13125",4082.6
"419","13127",197.25
"420","13129",24687.4
"421","13131",51027.2
"422","13133",8170.2
"423","13135",2021.4
"424","13137",6962.2
"425","13139",9756.8
"426","13141",3086
"427","13143",5073
"428","13145",5158
"429","13147",17750.4
"430","13149",3461.8
"431","13151",5325.6
"432","13153",25014.2
"433","13155",75903.2
"434","13157",15092.8
"435","13159",5946.8
"436","13161",34401.2
"437","13163",57402.2
"438","13165",31302.2
"439","13167",15496.4
"440","13169",4644
"441","13171",9670.8
"442","13173",18133.4
"443","13175",39810
"444","13177",51381.8
"445","13179",681.75
"446","13181",2836.4
"447","13183",2381
"448","13185",21766.2
"449","13187",3157
"450","13189",6107.6
"451","13191",308.4
"452","13193",47915.2
"453","13195",14862.2
"454","13197",10173.2
"455","13199",9585.2
"456","13201",57389.6
"457","13205",110271
"458","13207",4371.8
"459","13209",13490.6
"460","13211",20715.8
"461","13213",11145.6
"462","13215",829
"463","13217",6948
"464","13219",8500.6
"465","13221",11635
"466","13223",2382.2
"467","13225",23963.8
"468","13227",3196.2
"469","13229",36153.2
"470","13231",6591
"471","13233",13553.2
"472","13235",37378.6
"473","13237",8035.4
"474","13239",3242.5
"475","13241",2445.4
"476","13243",47047.4
"477","13245",3272.2
"478","13247",1131
"479","13249",6223.4
"480","13251",64197.2
"481","13253",60815.2
"482","13255",4204.4
"483","13257",3548.4
"484","13259",8350.4
"485","13261",80028.6
"486","13263",3017
"487","13265",2430.2
"488","13267",44223.8
"489","13269",18185.2
"490","13271",14743
"491","13273",66097.8
"492","13275",70705.4
"493","13277",57152
"494","13279",26958.8
"495","13281",1865.8
"496","13283",7089
"497","13285",4739
"498","13287",51643.6
"499","13289",9765
"500","13291",5199.4
"501","13293",5715.8
"502","13295",19132
"503","13297",11134
"504","13299",16187.4
"505","13301",5621.8
"506","13303",28760.6
"507","13305",23845.4
"508","13307",20674.8
"509","13309",9031
"510","13311",5490.8
"511","13313",8447.8
"512","13315",54730.8
"513","13317",12290.2
"514","13319",3853.2
"515","13321",108343.6
"516","15001",52112
"517","15003",13073.5
"518","15007",10977.6
"519","15009",23576.75
"520","16001",56356.6
"521","16003",13502.4
"522","16005",82788.4
"523","16007",67838
"524","16009",64849.8
"525","16011",317823.6
"526","16013",39044
"527","16015",1985.4
"528","16017",20454.6
"529","16019",195779.4
"530","16021",39234.4
"531","16023",56553.4
"532","16025",67814.4
"533","16027",190078.6
"534","16029",143330.8
"535","16031",271565.6
"536","16033",36662.8
"537","16035",24508.4
"538","16037",32806
"539","16039",97786.6
"540","16041",79608.2
"541","16043",147972.6
"542","16045",25806
"543","16047",115224.6
"544","16049",142393.8
"545","16051",197706.8
"546","16053",138380
"547","16055",48516.2
"548","16057",190862.4
"549","16059",40605.6
"550","16061",133930
"551","16063",60505.2
"552","16065",141484
"553","16067",198859.4
"554","16069",174665.6
"555","16071",81020.6
"556","16073",112898
"557","16075",45600.6
"558","16077",181543.8
"559","16079",591.8
"560","16081",68435.8
"561","16083",234669
"562","16085",5307.6
"563","16087",52860
"564","17001",297567.6
"565","17003",45979.2
"566","17005",160578.4
"567","17007",121887
"568","17009",75790.4
"569","17011",415773.6
"570","17013",42578.4
"571","17015",202936.2
"572","17017",144159.8
"573","17019",546247.4
"574","17021",373916.2
"575","17023",213523.6
"576","17025",196210
"577","17027",221403
"578","17029",226419.2
"579","17031",12511
"580","17033",173162.2
"581","17035",133603.4
"582","17037",355214
"583","17039",182664.8
"584","17041",233768
"585","17043",6176.8
"586","17045",311651.6
"587","17047",87540
"588","17049",218476.6
"589","17051",255736.8
"590","17053",271111.6
"591","17055",135992.2
"592","17057",275010.8
"593","17059",152882
"594","17061",225962.6
"595","17063",201411.2
"596","17065",160831.2
"597","17067",321329.4
"598","17069",11571.4
"599","17071",149602
"600","17073",412436.8
"601","17075",622270.2
"602","17077",147923.6
"603","17079",211481.2
"604","17081",162176.8
"605","17083",131563.6
"606","17085",165807.8
"607","17087",35372
"608","17089",172817.8
"609","17091",328310.2
"610","17093",144342
"611","17095",301626.6
"612","17097",27684.4
"613","17099",553180.8
"614","17101",169386.6
"615","17103",360627.8
"616","17105",587530.4
"617","17107",325471.4
"618","17109",261207
"619","17111",198980.6
"620","17113",629665.8
"621","17115",289649.8
"622","17117",334786
"623","17119",260765.4
"624","17121",179744.6
"625","17123",177290.6
"626","17125",246954
"627","17127",71921.4
"628","17129",135469.2
"629","17131",231015.8
"630","17133",144820.2
"631","17135",326040.4
"632","17137",254929.8
"633","17139",174443.4
"634","17141",318259.8
"635","17143",209535.6
"636","17145",142153.2
"637","17147",247758
"638","17149",275398
"639","17151",23548.4
"640","17153",65210.4
"641","17155",52058.2
"642","17157",195543.8
"643","17159",163465
"644","17161",124615
"645","17163",237054.8
"646","17165",101988.4
"647","17167",449774.2
"648","17169",125814.2
"649","17171",105620.8
"650","17173",339397.8
"651","17175",158439.2
"652","17177",275762.8
"653","17179",288637.4
"654","17181",65974.4
"655","17183",420981.2
"656","17185",100034
"657","17187",278203.4
"658","17189",298979.6
"659","17191",255280.4
"660","17193",235894
"661","17195",339257.6
"662","17197",227058.6
"663","17199",52787
"664","17201",155811.4
"665","17203",266300.8
"666","18001",180836.8
"667","18003",232117.6
"668","18005",140514.6
"669","18007",244618.2
"670","18009",78271.8
"671","18011",209211.4
"672","18013",6256
"673","18015",188284.2
"674","18017",181470.8
"675","18019",58075
"676","18021",128124.8
"677","18023",226579.6
"678","18025",12622.2
"679","18027",170426.2
"680","18029",27650.6
"681","18031",168015.2
"682","18033",119015
"683","18035",155561
"684","18037",123601.4
"685","18039",143798
"686","18041",71489
"687","18043",11935.6
"688","18045",171062
"689","18047",79571.2
"690","18049",165067.2
"691","18051",206041.8
"692","18053",177501.4
"693","18055",112527.2
"694","18057",119183
"695","18059",155044.8
"696","18061",83126.2
"697","18063",159037.8
"698","18065",151914.8
"699","18067",139166.4
"700","18069",170889
"701","18071",143316.6
"702","18073",259078.4
"703","18075",160276.6
"704","18077",59839.8
"705","18079",88040.6
"706","18081",121377.4
"707","18083",276324.8
"708","18085",205436.8
"709","18087",125595.8
"710","18089",118066.6
"711","18091",214704.4
"712","18093",60780.4
"713","18095",201326.8
"714","18097",16427.2
"715","18099",164328.4
"716","18101",35248.4
"717","18103",159995.2
"718","18105",21887.8
"719","18107",249160.6
"720","18109",97987.8
"721","18111",169115.2
"722","18113",135073.4
"723","18115",9281.8
"724","18117",53861.6
"725","18119",53455.6
"726","18121",125041.6
"727","18123",29752.8
"728","18125",58109.4
"729","18127",113139.6
"730","18129",183206
"731","18131",200691.6
"732","18133",134599.2
"733","18135",210578.6
"734","18137",113697
"735","18139",194942.4
"736","18141",139240.2
"737","18143",40206.6
"738","18145",195695
"739","18147",118164.4
"740","18149",108315.4
"741","18151",75403.6
"742","18153",144458.6
"743","18155",22037.6
"744","18157",199125
"745","18159",147847.8
"746","18161",64736
"747","18163",66594.6
"748","18165",99224.8
"749","18167",96967.4
"750","18169",168184.4
"751","18171",157297.4
"752","18173",79017.6
"753","18175",115559.6
"754","18177",123341.8
"755","18179",192761.8
"756","18181",264596.8
"757","18183",125519.6
"758","19001",223737.2
"759","19003",133812.8
"760","19005",144643.4
"761","19007",88683.4
"762","19009",221022.6
"763","19011",347309.6
"764","19013",256128.6
"765","19015",279107.8
"766","19017",219187.4
"767","19019",303189.2
"768","19021",320726.8
"769","19023",300031.8
"770","19025",314645.4
"771","19027",308313.4
"772","19029",234882.8
"773","19031",277017.6
"774","19033",290621.6
"775","19035",276239.4
"776","19037",242029.2
"777","19039",75329.4
"778","19041",276087.6
"779","19043",256225.6
"780","19045",328127.2
"781","19047",361766.4
"782","19049",253703.8
"783","19051",107650.2
"784","19053",92754
"785","19055",280347
"786","19057",137561.4
"787","19059",177523
"788","19061",213595.6
"789","19063",204675.6
"790","19065",317502.6
"791","19067",262026.2
"792","19069",317607.6
"793","19071",235882.6
"794","19073",309197.6
"795","19075",293711.8
"796","19077",226195.6
"797","19079",306525.8
"798","19081",317038.2
"799","19083",295205.2
"800","19085",316960.4
"801","19087",175428.6
"802","19089",232483.8
"803","19091",234706.8
"804","19093",225904.6
"805","19095",230598.2
"806","19097",175351.2
"807","19099",321265
"808","19101",130815
"809","19103",234910.8
"810","19105",242984
"811","19107",205352.6
"812","19109",546229
"813","19111",156717.2
"814","19113",269757
"815","19115",141082.6
"816","19117",70817.6
"817","19119",302297.6
"818","19121",157864.8
"819","19123",227946.4
"820","19125",166145.4
"821","19127",272728
"822","19129",182574.6
"823","19131",252795.8
"824","19133",298078.8
"825","19135",87089
"826","19137",180131.4
"827","19139",173419.2
"828","19141",302570.2
"829","19143",222530.4
"830","19145",225733.8
"831","19147",308968
"832","19149",438353.2
"833","19151",324162.2
"834","19153",188128.2
"835","19155",445437.8
"836","19157",248033.8
"837","19159",123923.4
"838","19161",314892.2
"839","19163",201631
"840","19165",313995.4
"841","19167",438109.8
"842","19169",295130.2
"843","19171",328410.8
"844","19173",163883
"845","19175",121965.4
"846","19177",113893.6
"847","19179",119363.8
"848","19181",155074.4
"849","19183",230535.2
"850","19185",141553.2
"851","19187",380191.6
"852","19189",215069.6
"853","19191",250290.4
"854","19193",356938.2
"855","19195",203628
"856","19197",319123.8
"857","20001",120769.2
"858","20003",195762.2
"859","20005",144413
"860","20007",163910.4
"861","20009",324209.2
"862","20011",102097.6
"863","20013",229392.2
"864","20015",265695
"865","20017",52622.6
"866","20019",29745.4
"867","20021",202561.6
"868","20023",184531.8
"869","20025",85519
"870","20027",208217.8
"871","20029",206420.4
"872","20031",155953
"873","20033",97458.2
"874","20035",200423.4
"875","20037",164601.8
"876","20039",173630.4
"877","20041",300363.2
"878","20043",138188.2
"879","20045",116379.4
"880","20047",205182.4
"881","20049",42973.8
"882","20051",157008.8
"883","20053",140214.4
"884","20055",400425.2
"885","20057",299231.8
"886","20059",164754.4
"887","20061",52659
"888","20063",222709.8
"889","20065",158092.8
"890","20067",172980.8
"891","20069",278620.8
"892","20071",215444.6
"893","20073",83093.4
"894","20075",186418.2
"895","20077",279024
"896","20079",265143.2
"897","20081",228329.8
"898","20083",164303.6
"899","20085",119886.2
"900","20087",127395.4
"901","20089",253847
"902","20091",59207.4
"903","20093",216115.8
"904","20095",272039.6
"905","20097",139709.2
"906","20099",168235.8
"907","20101",153439.4
"908","20103",90948.2
"909","20105",169779
"910","20107",118771.6
"911","20109",189018
"912","20111",190010.8
"913","20113",375434.8
"914","20115",298639.2
"915","20117",297586.8
"916","20119",219969.8
"917","20121",139673.6
"918","20123",274683.4
"919","20125",142501.4
"920","20127",130846.4
"921","20129",155689
"922","20131",234154.4
"923","20133",139332.2
"924","20135",199111.6
"925","20137",181218.8
"926","20139",188598.6
"927","20141",180328.8
"928","20143",210830.2
"929","20145",246178.4
"930","20147",180674.6
"931","20149",134005.8
"932","20151",270249.4
"933","20153",214467.8
"934","20155",439504.2
"935","20157",252614.8
"936","20159",287811
"937","20161",88981.8
"938","20163",198410.6
"939","20165",185044
"940","20167",147587.6
"941","20169",220807.6
"942","20171",233894.4
"943","20173",373850.8
"944","20175",164591.6
"945","20177",111842.2
"946","20179",245611.6
"947","20181",290179.8
"948","20183",252624.8
"949","20185",281114.2
"950","20187",201528
"951","20189",252730.2
"952","20191",547967.4
"953","20193",369315.4
"954","20195",145566.2
"955","20197",92884.2
"956","20199",149503.4
"957","20201",276115.2
"958","20203",210543.8
"959","20205",148204
"960","20207",106699.2
"961","20209",9300.6
"962","21001",52022.4
"963","21003",43943.6
"964","21005",22177.6
"965","21007",72967.4
"966","21009",104405.2
"967","21011",33788
"968","21013",1444.2
"969","21015",24319
"970","21017",56227.2
"971","21019",3282.8
"972","21021",30995.6
"973","21023",22764.8
"974","21025",1751
"975","21027",82967.6
"976","21029",17569.4
"977","21031",48902.4
"978","21033",64081.6
"979","21035",100077.4
"980","21037",13214.6
"981","21039",67025.6
"982","21041",14647.4
"983","21043",15388.2
"984","21045",48374.8
"985","21047",191751.2
"986","21049",41893.6
"987","21051",5740.4
"988","21053",20396.4
"989","21055",50290.4
"990","21057",16162.2
"991","21059",187091.6
"992","21061",24687.6
"993","21063",8019
"994","21065",11364
"995","21067",28045.2
"996","21069",56612.4
"997","21071",958.4
"998","21073",21442.8
"999","21075",81252
"1000","21077",9559.8
"1001","21079",35340.6
"1002","21081",25963.2
"1003","21083",155720.8
"1004","21085",63362.4
"1005","21087",46328
"1006","21089",13642.6
"1007","21091",22244.4
"1008","21093",95920.8
"1009","21095",241.2
"1010","21097",50885.6
"1011","21099",48594.4
"1012","21101",150325.2
"1013","21103",49120.4
"1014","21105",97817.4
"1015","21107",80349.4
"1016","21109",16928.6
"1017","21111",9994.6
"1018","21113",24876
"1019","21115",2741.6
"1020","21117",11641.4
"1021","21119",541.8
"1022","21121",9309.4
"1023","21123",58424.2
"1024","21125",27638.4
"1025","21127",4721.8
"1026","21129",4495.8
"1027","21131",84.3333333333333
"1028","21133",227
"1029","21135",25417.4
"1030","21137",55695.2
"1031","21139",41805.4
"1032","21141",156791
"1033","21143",17340.2
"1034","21145",46329.8
"1035","21147",2936
"1036","21149",99042.2
"1037","21151",53397.8
"1038","21153",4349.8
"1039","21155",58699.8
"1040","21157",42843.4
"1041","21159",293.666666666667
"1042","21161",49295.4
"1043","21163",53833.2
"1044","21165",6936
"1045","21167",43912
"1046","21169",37291.4
"1047","21171",46731.4
"1048","21173",29284.2
"1049","21175",16099
"1050","21177",53459
"1051","21179",81162.8
"1052","21181",28254.8
"1053","21183",66324.4
"1054","21185",20720.2
"1055","21187",36033.6
"1056","21189",3585.4
"1057","21191",28234
"1058","21193",800
"1059","21195",1132.8
"1060","21197",7084.8
"1061","21199",75179.6
"1062","21201",10486.2
"1063","21203",20099.2
"1064","21205",10387.8
"1065","21207",31496.8
"1066","21209",37102.2
"1067","21211",93381.8
"1068","21213",79781.4
"1069","21215",28464.4
"1070","21217",43940.4
"1071","21219",113585.8
"1072","21221",58984.2
"1073","21223",17863.2
"1074","21225",165050
"1075","21227",112252.4
"1076","21229",50532
"1077","21231",32565
"1078","21233",93927.6
"1079","21235",13585.8
"1080","21237",6117
"1081","21239",27601.6
"1082","22001",143532
"1083","22003",25607.8
"1084","22005",20436.4
"1085","22007",45116.2
"1086","22009",173206.6
"1087","22011",25167
"1088","22013",6139.6
"1089","22015",26767.8
"1090","22017",62819.4
"1091","22019",34192.6
"1092","22021",21145.8
"1093","22023",17303.2
"1094","22025",135309.6
"1095","22027",8180
"1096","22029",162494.6
"1097","22031",22630.6
"1098","22033",11286.4
"1099","22035",189979.2
"1100","22037",15448.4
"1101","22039",84549.4
"1102","22041",164249.8
"1103","22043",13983.4
"1104","22045",71340.8
"1105","22047",54987.8
"1106","22049",2727
"1107","22051",1112.5
"1108","22053",116722.2
"1109","22055",35768.2
"1110","22057",39570.6
"1111","22059",3180
"1112","22061",8432.8
"1113","22063",5863
"1114","22065",184641.6
"1115","22067",193271.2
"1116","22069",66214.2
"1117","22071",10
"1118","22073",41509.2
"1119","22075",1962.4
"1120","22077",129874.8
"1121","22079",95736.6
"1122","22081",28061.8
"1123","22083",140395
"1124","22085",10373.8
"1125","22087",349.2
"1126","22089",2718.5
"1127","22091",9091.8
"1128","22093",31215.4
"1129","22095",8218.5
"1130","22097",173536.2
"1131","22099",48601.8
"1132","22101",51405.2
"1133","22103",5869.4
"1134","22105",28999.2
"1135","22107",167041.4
"1136","22109",19047.8
"1137","22111",13211.8
"1138","22113",123684.2
"1139","22115",6627.2
"1140","22117",25712.6
"1141","22119",9094
"1142","22121",19053.8
"1143","22123",91371.4
"1144","22125",12952
"1145","22127",3454.2
"1146","23001",18293.6
"1147","23003",136412.4
"1148","23005",16105.2
"1149","23007",9989.4
"1150","23009",9961.6
"1151","23011",32825.4
"1152","23013",8253.2
"1153","23015",7169.2
"1154","23017",15072.2
"1155","23019",37210.6
"1156","23021",7574
"1157","23023",4680
"1158","23025",27022
"1159","23027",19817.4
"1160","23029",26747
"1161","23031",18031.8
"1162","24001",10100.2
"1163","24003",15169
"1164","24005",43333.6
"1165","24009",13679
"1166","24011",99320.6
"1167","24013",96099.4
"1168","24015",50641.8
"1169","24017",22657.4
"1170","24019",85281.4
"1171","24021",125350
"1172","24023",37072.2
"1173","24025",44848.8
"1174","24027",18696
"1175","24029",94469
"1176","24031",43322.6
"1177","24033",15406
"1178","24035",124153.6
"1179","24037",34055
"1180","24039",34489.2
"1181","24041",83865
"1182","24043",74652.8
"1183","24045",55359.4
"1184","24047",73484.2
"1185","25001",1765.8
"1186","25003",18735.4
"1187","25005",11821.2
"1188","25007",684
"1189","25009",9641.5
"1190","25011",20243.4
"1191","25013",10703.4
"1192","25015",19858.6
"1193","25017",11300.8
"1194","25019",402.5
"1195","25021",2756.2
"1196","25023",16985.6
"1197","25025",17
"1198","25027",31103.4
"1199","26001",19744.8
"1200","26003",6983.8
"1201","26005",191628.6
"1202","26007",39671
"1203","26009",24717.6
"1204","26011",58282.2
"1205","26013",6537.6
"1206","26015",102748.8
"1207","26017",163931.4
"1208","26019",7542.8
"1209","26021",122723
"1210","26023",178467.8
"1211","26025",163699.2
"1212","26027",137895.8
"1213","26029",14324.4
"1214","26031",17427.8
"1215","26033",42213.8
"1216","26035",26213.6
"1217","26037",199157
"1218","26039",484.5
"1219","26041",27380.2
"1220","26043",9238
"1221","26045",167352.2
"1222","26047",15973.2
"1223","26049",95109.8
"1224","26051",31556
"1225","26053",1433.6
"1226","26055",31700.2
"1227","26057",241165.2
"1228","26059",177579.4
"1229","26061",8546.8
"1230","26063",381450.4
"1231","26065",148388.4
"1232","26067",181061.2
"1233","26069",21594
"1234","26071",7646.8
"1235","26073",143227.4
"1236","26075",121096
"1237","26077",108229.6
"1238","26079",9111.2
"1239","26081",118025.4
"1240","26083",122.5
"1241","26085",8571.2
"1242","26087",123942.6
"1243","26089",26891.8
"1244","26091",283853.8
"1245","26093",61331.6
"1246","26095",3682.75
"1247","26097",9372.2
"1248","26099",54204.8
"1249","26101",16602.8
"1250","26103",8407
"1251","26105",47899.6
"1252","26107",63889.6
"1253","26109",45854.8
"1254","26111",60786.2
"1255","26113",63284.6
"1256","26115",189474.8
"1257","26117",168329.6
"1258","26119",11508.6
"1259","26121",45309.2
"1260","26123",76889.2
"1261","26125",17652.2
"1262","26127",72939.2
"1263","26129",38260.2
"1264","26131",11698.4
"1265","26133",53401
"1266","26135",5697.2
"1267","26137",12200.2
"1268","26139",126335.8
"1269","26141",34989
"1270","26143",1906
"1271","26145",268857.6
"1272","26147",134504.8
"1273","26149",180482.8
"1274","26151",356223.4
"1275","26153",5224.2
"1276","26155",181716.4
"1277","26157",272176.2
"1278","26159",111820.4
"1279","26161",130073.2
"1280","26163",12967.6
"1281","26165",19439.8
"1282","27001",54890.8
"1283","27003",30241.2
"1284","27005",242348.4
"1285","27007",74294.8
"1286","27009",129425
"1287","27011",218149.2
"1288","27013",347872.8
"1289","27015",296713.2
"1290","27017",38944.2
